DATE,Dubai Price,WTI,Brent
2023-06-28,74.94,69.54,73.64
2023-06-29,74.95,69.85,73.86
2023-06-30,74.99,70.66,74.51
2023-07-03,74.91,69.71,74.52
2023-07-05,76.42,71.78,76.74
2023-07-06,76.54,71.76,76.72
2023-07-07,78.24,73.91,78.77
2023-07-10,77.62,73.05,77.83
2023-07-11,78.79,74.87,79.54
2023-07-12,79.07,75.77,80.35
2023-07-13,79.89,76.86,81.31
2023-07-14,79.31,75.44,79.9
2023-07-17,78.83,74.17,77.8
2023-07-18,79.33,75.76,79.54
2023-07-19,79.3,75.4,79.38
2023-07-20,79.41,75.65,79.62
2023-07-21,79.9,77.06,81.06
2023-07-24,80.3,78.81,82.53
2023-07-25,80.49,79.76,83.46
2023-07-26,80.29,79.11,82.98
2023-07-27,80.42,80.17,84.28
2023-07-28,80.43,80.55,84.49
2023-07-31,80.44,81.8,85.22
2023-08-01,85.58,81.37,85.34
2023-08-02,84.32,79.5,84.01
2023-08-03,86.18,81.56,86.19
2023-08-04,87.23,82.76,87.38
2023-08-07,86.75,81.94,86.47
2023-08-08,87.47,82.94,88.0
2023-08-09,88.18,84.35,89.31
2023-08-10,87.32,82.81,87.44
2023-08-11,87.63,83.17,87.93
2023-08-14,87.2,82.5,87.4
2023-08-15,86.39,81.06,86.28
2023-08-16,85.68,79.4,84.49
2023-08-17,86.0,80.43,85.24
2023-08-18,86.44,81.25,85.92
2023-08-21,86.36,80.71,85.44
2023-08-22,86.28,80.25,84.7
2023-08-23,86.09,78.91,83.94
2023-08-24,86.18,79.52,84.07
2023-08-25,86.4,80.47,85.42
2023-08-29,86.43,81.14,86.37
2023-08-30,86.42,81.64,86.62
2023-08-31,86.46,83.55,87.29
2023-09-01,89.68,85.52,89.98
2023-09-05,90.8,86.74,91.25
2023-09-06,91.69,87.55,91.79
2023-09-07,90.86,86.87,91.16
2023-09-08,91.37,87.51,91.85
2023-09-11,91.38,87.3,91.97
2023-09-12,92.34,88.87,93.58
2023-09-13,92.18,88.59,93.04
2023-09-14,93.45,90.13,95.2
2023-09-15,93.56,90.83,95.55
2023-09-18,93.64,91.47,95.95
2023-09-19,93.15,91.16,96.11
2023-09-20,93.14,89.2,94.56
2023-09-21,93.04,89.56,93.7
2023-09-22,93.05,90,93.99
2023-09-25,92.91,89.68,94.01
2023-09-26,93.03,91.43,94.46
2023-09-27,93.26,93.67,97.1
2023-09-28,93.16,91.65,96.64
2023-09-29,93.31,90.77,95.86
2023-10-02,91.33,88.81,91.21
2023-10-03,91.43,89.26,94.46
2023-10-04,86.93,84.32,89.83
2023-10-05,85.5,82.3,88.28
2023-10-06,85.88,82.83,87.86
2023-10-09,88.54,.,91.37
2023-10-10,88.22,85.89,90.7
2023-10-11,87.21,83.7,87.58
2023-10-12,87.37,82.87,88.4
2023-10-13,90.12,87.67,94.33
2023-10-16,89.61,86.65,90.99
2023-10-17,89.84,86.66,92.52
2023-10-18,90.53,88.35,91.99
2023-10-19,90.83,89.35,93.12
2023-10-20,90.66,89.12,93.72
2023-10-23,90.07,85.49,91.88
2023-10-24,89.54,84.58,88.0
2023-10-25,90.02,86.07,90.14
2023-10-26,89.64,83.8,88.45
2023-10-27,89.88,86.04,90.73
2023-10-30,89.68,83.03,90.73
2023-10-31,89.76,81.64,86.82
2023-11-01,85.24,81.05,86.92
2023-11-02,87.65,83.04,89.02
2023-11-03,85.93,81.19,87.55
2023-11-06,86.32,81.54,87.31
2023-11-07,83.58,77.96,83.43
2023-11-08,82.2,75.85,81.46
2023-11-09,82.44,76.34,81.74
2023-11-10,83.35,.,83.66
2023-11-13,83.86,78.86,84.09
2023-11-14,83.82,78.9,84.2
2023-11-15,83.21,77.15,82.4
2023-11-16,81.51,73.5,77.73
2023-11-17,83.08,76.47,81.22
2023-11-20,83.78,78.1,83.25
2023-11-21,83.92,78.35,82.42
2023-11-22,83.76,76.8,81.76
2023-11-24,83.4,74.83,79.82
2023-11-27,83.32,74.46,79.49
2023-11-28,83.46,76.09,81.66
2023-11-29,83.49,77.56,82.98
2023-11-30,83.56,75.66,81.72
2023-12-01,79.44,73.7,78.72
2023-12-04,78.19,72.73,78.16
2023-12-05,77.48,71.95,77.27
2023-12-06,75.3,68.98,74.33
2023-12-07,75.27,69,74.21
2023-12-08,76.51,70.87,75.94
2023-12-11,76.77,70.95,75.75
2023-12-12,74.98,68.27,74.11
2023-12-13,74.87,69.09,74.14
2023-12-14,76.3,71.21,77.05
2023-12-15,76.34,71.05,76.84
2023-12-18,76.72,72.16,78.89
2023-12-19,77.19,73.23,79.82
2023-12-20,77.36,73.87,81.1
2023-12-21,77.27,73.59,80.73
2023-12-22,77.29,73.29,80.23
2023-12-27,77.39,74.31,80.97
2023-12-28,77.29,72.02,79.04
2023-12-29,77.33,71.89,77.69
2024-01-02,75.97,70.62,76.24
2024-01-03,78.2,72.97,77.18
2024-01-04,77.14,72.38,75.79
2024-01-05,78.29,74,78.31
2024-01-08,76.16,71.06,75.47
2024-01-09,77.41,72.43,77.97
2024-01-10,77.04,71.57,78.46
2024-01-11,77.48,72.15,80.21
2024-01-12,77.88,72.94,79.89
2024-01-16,77.7,72.63,80.15
2024-01-17,77.45,72.79,78.88
2024-01-18,77.99,74.32,81.04
2024-01-19,77.77,73.69,80.71
2024-01-22,78.3,75.26,81.7
2024-01-23,78.18,74.72,82.04
2024-01-24,78.33,75.48,82.15
2024-01-25,78.81,77.91,82.33
2024-01-26,78.89,78.45,83.34
2024-01-29,78.78,77.25,83.99
2024-01-30,78.83,78.3,84.14
2024-01-31,78.85,76.28,82.98
2024-02-01,78.57,74.36,82.2
2024-02-02,77.36,72.72,79.54
2024-02-05,78.08,73.21,79.3
2024-02-06,78.35,73.83,80.46
2024-02-07,78.85,74.26,81.18
2024-02-08,80.56,76.67,83.01
2024-02-09,80.66,77.26,83.58
2024-02-12,80.59,77.34,83.88
2024-02-13,81.1,78.28,84.72
2024-02-14,80.41,77.09,84.41
2024-02-15,81.02,78.47,84.33
2024-02-16,81.24,79.65,84.88
2024-02-20,80.78,78.72,84.78
2024-02-21,81.02,78.89,84.77
2024-02-22,81.19,79.64,85.84
2024-02-23,80.71,77.6,84.18
2024-02-26,80.83,78.53,84.01
2024-02-27,80.93,79.8,83.8
2024-02-28,80.86,79.44,84.08
2024-02-29,80.88,79.22,84.57
2024-03-01,83.07,80.9,84.82
2024-03-04,82.06,79.67,86.58
2024-03-05,81.62,79.11,85.82
2024-03-06,82.42,80.08,86.59
2024-03-07,82.44,79.81,84.88
2024-03-08,81.97,78.96,84.29
2024-03-11,82.28,78.87,83.44
2024-03-12,82.14,78.51,83.66
2024-03-13,83.46,80.67,83.95
2024-03-14,83.9,82.16,86.16
2024-03-15,83.82,81.94,85.39
2024-03-18,84.47,83.68,86.47
2024-03-19,84.62,84.39,87.36
2024-03-20,84.15,82.79,85.77
2024-03-21,84.14,81.99,84.92
2024-03-22,84.03,81.1,84.87
2024-03-25,84.23,82.41,86.18
2024-03-26,84.14,82.41,85.91
2024-03-27,84.11,82.15,84.94
2024-03-28,84.15,83.96,86.17
2024-04-02,89.24,85.95,87.63
2024-04-03,89.63,86.22,90.6
2024-04-04,90.53,87.37,90.32
2024-04-05,90.74,87.69,92.81
2024-04-08,90.02,87.24,91.73
2024-04-09,89.43,86.04,92.13
2024-04-10,90.13,86.98,91.57
2024-04-11,89.79,85.79,91.49
2024-04-12,90.22,86.46,93.12
2024-04-15,89.96,86.21,90.84
2024-04-16,89.91,86.15,91.29
2024-04-17,88.84,83.58,89.54
2024-04-18,88.81,83.5,88.34
2024-04-19,88.82,83.79,87.96
2024-04-22,88.72,83.82,87.3
2024-04-23,89.04,84.17,88.29
2024-04-24,89.02,84.09,89.02
2024-04-25,89.18,84.92,88.1
2024-04-26,89.19,85.38,89.95
2024-04-29,89.11,84.26,88.44
2024-04-30,89.17,83.49,88.23
2024-05-01,83.46,80.7,83.55
2024-05-02,83.87,80.59,84.81
2024-05-03,83.2,79.65,83.6
2024-05-07,83.57,79.97,82.69
2024-05-08,84.16,80.57,82.44
2024-05-09,84.18,80.86,83.27
2024-05-10,83.65,79.81,83.39
2024-05-13,84.14,80.71,83.18
2024-05-14,83.56,79.62,81.0
2024-05-15,83.67,80.23,79.98
2024-05-16,83.94,80.85,81.65
2024-05-17,84.38,81.66,82.24
2024-05-20,84.33,81.39,81.91
2024-05-21,84.13,80.66,81.22
2024-05-22,83.76,79.15,79.9
2024-05-23,83.65,77.47,79.25
2024-05-24,83.83,78.48,78.92
2024-05-28,84.15,80.9,81.34
2024-05-29,84.05,80.24,81.5
2024-05-30,84.0,78.96,81.42
2024-05-31,84.04,77.97,79.41
2024-06-03,79.17,75.26,76.45
2024-06-04,78.46,74.27,75.33
2024-06-05,78.87,75.08,75.41
2024-06-06,80.01,76.52,77.62
2024-06-07,79.79,76.53,78.12
2024-06-10,81.26,78.75,79.59
2024-06-11,81.36,78.88,80.15
2024-06-12,81.68,79.56,80.52
2024-06-13,81.6,79.61,81.44
2024-06-14,81.53,79.41,81.49
2024-06-17,82.15,81.33,82.45
2024-06-18,82.49,82.67,84.79
2024-06-20,82.57,83.34,85.92
2024-06-21,82.42,81.71,86.42
2024-06-24,82.6,82.63,86.75
2024-06-25,82.42,81.97,86.81
2024-06-26,82.47,82.19,85.76
2024-06-27,82.49,83.04,87.0
2024-06-28,82.55,82.83,87.26
2024-07-01,86.5,84.7,86.57
2024-07-02,85.95,84.09,88.28
2024-07-03,87.15,85.19,88.25
2024-07-05,86.48,84.44,88.66
2024-07-08,86.03,83.63,87.15
2024-07-09,85.21,82.78,86.48
2024-07-10,85.42,83.39,86.55
2024-07-11,85.55,83.92,86.49
2024-07-12,85.11,83.49,87.35
2024-07-15,85.13,83.22,86.42
2024-07-16,84.57,81.92,86.6
2024-07-17,85.21,84.16,85.76
2024-07-18,85.06,84.17,86.26
2024-07-19,84.21,81.43,85.19
2024-07-22,84.15,81.25,83.44
2024-07-23,83.78,78.24,82.2
2024-07-24,83.93,78.78,83.01
2024-07-25,84.07,79.43,82.58
2024-07-26,83.88,78.58,81.35
2024-07-29,83.75,77.27,80.94
2024-07-30,83.73,76.17,79.26
2024-07-31,83.83,79.36,81.39
2024-08-01,78.63,77.74,81.37
2024-08-02,76.3,74.99,78.35
2024-08-05,75.28,74.46,77.51
2024-08-06,75.35,74.6,76.62
2024-08-07,76.93,76.68,78.26
2024-08-08,77.5,77.64,80.76
2024-08-09,77.39,78.28,81.07
2024-08-12,79.66,81.45,83.06
2024-08-13,78.42,79.81,82.51
2024-08-14,77.89,78.47,82.15
2024-08-15,78.79,79.66,83.09
2024-08-16,78.05,78.05,81.56
2024-08-19,77.24,75.82,81.09
2024-08-20,77.21,75.27,78.85
2024-08-21,76.73,72.76,78.77
2024-08-22,77.13,73.72,78.8
2024-08-23,77.53,75.82,80.34
2024-08-27,77.61,76.5,81.51
2024-08-28,77.53,75.49,80.04
2024-08-29,77.54,76.9,81.55
2024-08-30,77.6,74.52,80.2
2024-09-03,73.59,71.28,76.46
